Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
平均每人GNI、當期價格N.T.元,1951,Y,原始值,1588
平均每人GNI、當期價格N.T.元,1951,Y,年增率(%),
平均每人GNI、當期價格N.T.元,1952,Y,原始值,2146
平均每人GNI、當期價格N.T.元,1952,Y,年增率(%),35.14
平均每人GNI、當期價格N.T.元,1953,Y,原始值,2764
平均每人GNI、當期價格N.T.元,1953,Y,年增率(%),28.8
平均每人GNI、當期價格N.T.元,1954,Y,原始值,2928
平均每人GNI、當期價格N.T.元,1954,Y,年增率(%),5.93
平均每人GNI、當期價格N.T.元,1955,Y,原始值,3363
平均每人GNI、當期價格N.T.元,1955,Y,年增率(%),14.86
平均每人GNI、當期價格N.T.元,1956,Y,原始值,3732
平均每人GNI、當期價格N.T.元,1956,Y,年增率(%),10.97
平均每人GNI、當期價格N.T.元,1957,Y,原始值,4219
平均每人GNI、當期價格N.T.元,1957,Y,年增率(%),13.05
平均每人GNI、當期價格N.T.元,1958,Y,原始值,4568
平均每人GNI、當期價格N.T.元,1958,Y,年增率(%),8.27
平均每人GNI、當期價格N.T.元,1959,Y,原始值,5090
平均每人GNI、當期價格N.T.元,1959,Y,年增率(%),11.43
平均每人GNI、當期價格N.T.元,1960,Y,原始值,5940
平均每人GNI、當期價格N.T.元,1960,Y,年增率(%),16.7
平均每人GNI、當期價格N.T.元,1961,Y,原始值,6440
平均每人GNI、當期價格N.T.元,1961,Y,年增率(%),8.42
平均每人GNI、當期價格N.T.元,1962,Y,原始值,6872
平均每人GNI、當期價格N.T.元,1962,Y,年增率(%),6.71
平均每人GNI、當期價格N.T.元,1963,Y,原始值,7534
平均每人GNI、當期價格N.T.元,1963,Y,年增率(%),9.63
平均每人GNI、當期價格N.T.元,1964,Y,原始值,8542
平均每人GNI、當期價格N.T.元,1964,Y,年增率(%),13.38
平均每人GNI、當期價格N.T.元,1965,Y,原始值,9157
平均每人GNI、當期價格N.T.元,1965,Y,年增率(%),7.2
平均每人GNI、當期價格N.T.元,1966,Y,原始值,9956
平均每人GNI、當期價格N.T.元,1966,Y,年增率(%),8.73
平均每人GNI、當期價格N.T.元,1967,Y,原始值,11205
平均每人GNI、當期價格N.T.元,1967,Y,年增率(%),12.55
平均每人GNI、當期價格N.T.元,1968,Y,原始值,12736
平均每人GNI、當期價格N.T.元,1968,Y,年增率(%),13.66
平均每人GNI、當期價格N.T.元,1969,Y,原始值,14247
平均每人GNI、當期價格N.T.元,1969,Y,年增率(%),11.86
平均每人GNI、當期價格N.T.元,1970,Y,原始值,15839
平均每人GNI、當期價格N.T.元,1970,Y,年增率(%),11.17
平均每人GNI、當期價格N.T.元,1971,Y,原始值,18035
平均每人GNI、當期價格N.T.元,1971,Y,年增率(%),13.86
平均每人GNI、當期價格N.T.元,1972,Y,原始值,21193
平均每人GNI、當期價格N.T.元,1972,Y,年增率(%),17.51
平均每人GNI、當期價格N.T.元,1973,Y,原始值,26981
平均每人GNI、當期價格N.T.元,1973,Y,年增率(%),27.31
平均每人GNI、當期價格N.T.元,1974,Y,原始值,35471
平均每人GNI、當期價格N.T.元,1974,Y,年增率(%),31.47
平均每人GNI、當期價格N.T.元,1975,Y,原始值,37227
平均每人GNI、當期價格N.T.元,1975,Y,年增率(%),4.95
平均每人GNI、當期價格N.T.元,1976,Y,原始值,43686
平均每人GNI、當期價格N.T.元,1976,Y,年增率(%),17.35
平均每人GNI、當期價格N.T.元,1977,Y,原始值,50234
平均每人GNI、當期價格N.T.元,1977,Y,年增率(%),14.99
平均每人GNI、當期價格N.T.元,1978,Y,原始值,59211
平均每人GNI、當期價格N.T.元,1978,Y,年增率(%),17.87
平均每人GNI、當期價格N.T.元,1979,Y,原始值,70219
平均每人GNI、當期價格N.T.元,1979,Y,年增率(%),18.59
平均每人GNI、當期價格N.T.元,1980,Y,原始值,85876
平均每人GNI、當期價格N.T.元,1980,Y,年增率(%),22.3
平均每人GNI、當期價格N.T.元,1981,Y,原始值,99544
平均每人GNI、當期價格N.T.元,1981,Y,年增率(%),15.92
平均每人GNI、當期價格N.T.元,1982,Y,原始值,105549
平均每人GNI、當期價格N.T.元,1982,Y,年增率(%),6.03
平均每人GNI、當期價格N.T.元,1983,Y,原始值,116479
平均每人GNI、當期價格N.T.元,1983,Y,年增率(%),10.36
平均每人GNI、當期價格N.T.元,1984,Y,原始值,129331
平均每人GNI、當期價格N.T.元,1984,Y,年增率(%),11.03
平均每人GNI、當期價格N.T.元,1985,Y,原始值,134548
平均每人GNI、當期價格N.T.元,1985,Y,年增率(%),4.03
平均每人GNI、當期價格N.T.元,1986,Y,原始值,156731
平均每人GNI、當期價格N.T.元,1986,Y,年增率(%),16.49
平均每人GNI、當期價格N.T.元,1987,Y,原始值,174249
平均每人GNI、當期價格N.T.元,1987,Y,年增率(%),11.18
平均每人GNI、當期價格N.T.元,1988,Y,原始值,187150
平均每人GNI、當期價格N.T.元,1988,Y,年增率(%),7.4
平均每人GNI、當期價格N.T.元,1989,Y,原始值,206086
平均每人GNI、當期價格N.T.元,1989,Y,年增率(%),10.12
平均每人GNI、當期價格N.T.元,1990,Y,原始值,226418
平均每人GNI、當期價格N.T.元,1990,Y,年增率(%),9.87
平均每人GNI、當期價格N.T.元,1991,Y,原始值,251345
平均每人GNI、當期價格N.T.元,1991,Y,年增率(%),11.01
平均每人GNI、當期價格N.T.元,1992,Y,原始值,276753
平均每人GNI、當期價格N.T.元,1992,Y,年增率(%),10.11
平均每人GNI、當期價格N.T.元,1993,Y,原始值,302119
平均每人GNI、當期價格N.T.元,1993,Y,年增率(%),9.17
平均每人GNI、當期價格N.T.元,1994,Y,原始值,326588
平均每人GNI、當期價格N.T.元,1994,Y,年增率(%),8.1
平均每人GNI、當期價格N.T.元,1995,Y,原始值,352725
平均每人GNI、當期價格N.T.元,1995,Y,年增率(%),8
平均每人GNI、當期價格N.T.元,1996,Y,原始值,379656
平均每人GNI、當期價格N.T.元,1996,Y,年增率(%),7.64
平均每人GNI、當期價格N.T.元,1997,Y,原始值,406483
平均每人GNI、當期價格N.T.元,1997,Y,年增率(%),7.07
平均每人GNI、當期價格N.T.元,1998,Y,原始值,432018
平均每人GNI、當期價格N.T.元,1998,Y,年增率(%),6.28
平均每人GNI、當期價格N.T.元,1999,Y,原始值,449473
平均每人GNI、當期價格N.T.元,1999,Y,年增率(%),4.04
平均每人GNI、當期價格N.T.元,2000,Y,原始值,471734
平均每人GNI、當期價格N.T.元,2000,Y,年增率(%),4.95
平均每人GNI、當期價格N.T.元,2001,Y,原始值,461419
平均每人GNI、當期價格N.T.元,2001,Y,年增率(%),-2.19
平均每人GNI、當期價格N.T.元,2002,Y,原始值,483770
平均每人GNI、當期價格N.T.元,2002,Y,年增率(%),4.84
平均每人GNI、當期價格N.T.元,2003,Y,原始值,498441
平均每人GNI、當期價格N.T.元,2003,Y,年增率(%),3.03
平均每人GNI、當期價格N.T.元,2004,Y,原始值,528094
平均每人GNI、當期價格N.T.元,2004,Y,年增率(%),5.95
平均每人GNI、當期價格N.T.元,2005,Y,原始值,542099
平均每人GNI、當期價格N.T.元,2005,Y,年增率(%),2.65
平均每人GNI、當期價格N.T.元,2006,Y,原始值,564267
平均每人GNI、當期價格N.T.元,2006,Y,年增率(%),4.09
平均每人GNI、當期價格N.T.元,2007,Y,原始值,597334
平均每人GNI、當期價格N.T.元,2007,Y,年增率(%),5.86
平均每人GNI、當期價格N.T.元,2008,Y,原始值,583576
平均每人GNI、當期價格N.T.元,2008,Y,年增率(%),-2.3
平均每人GNI、當期價格N.T.元,2009,Y,原始值,577241
平均每人GNI、當期價格N.T.元,2009,Y,年增率(%),-1.09
平均每人GNI、當期價格N.T.元,2010,Y,原始值,625560
平均每人GNI、當期價格N.T.元,2010,Y,年增率(%),8.37
平均每人GNI、當期價格N.T.元,2011,Y,原始值,630965
平均每人GNI、當期價格N.T.元,2011,Y,年增率(%),0.86
平均每人GNI、當期價格N.T.元,2012,Y,原始值,649322
平均每人GNI、當期價格N.T.元,2012,Y,年增率(%),2.91
平均每人GNI、當期價格N.T.元,2013,Y,原始值,671384
平均每人GNI、當期價格N.T.元,2013,Y,年增率(%),3.4
平均每人GNI、當期價格N.T.元,2014,Y,原始值,713443
平均每人GNI、當期價格N.T.元,2014,Y,年增率(%),6.26
平均每人GNI、當期價格N.T.元,2015,Y,原始值,745634
平均每人GNI、當期價格N.T.元,2015,Y,年增率(%),4.51
平均每人GNI、當期價格N.T.元,2016,Y,原始值,765711
平均每人GNI、當期價格N.T.元,2016,Y,年增率(%),2.69
平均每人GNI、當期價格N.T.元,2017,Y,原始值,782437
平均每人GNI、當期價格N.T.元,2017,Y,年增率(%),2.18
平均每人GNI、當期價格N.T.元,2018,Y,原始值,796852
平均每人GNI、當期價格N.T.元,2018,Y,年增率(%),1.84
平均每人GNI、當期價格N.T.元,2019,Y,原始值,821527
平均每人GNI、當期價格N.T.元,2019,Y,年增率(%),3.1
平均每人GNI、當期價格N.T.元,2020,Y,原始值,868732
平均每人GNI、當期價格N.T.元,2020,Y,年增率(%),5.75
平均每人GNI、當期價格N.T.元,2021,Y,原始值,947294
平均每人GNI、當期價格N.T.元,2021,Y,年增率(%),9.04
平均每人GNI、當期價格N.T.元,2022,Y,原始值,1002341
平均每人GNI、當期價格N.T.元,2022,Y,年增率(%),5.81
平均每人GNI、當期價格U.S.元,1951,Y,原始值,154
平均每人GNI、當期價格U.S.元,1951,Y,年增率(%),
平均每人GNI、當期價格U.S.元,1952,Y,原始值,208
平均每人GNI、當期價格U.S.元,1952,Y,年增率(%),35.06
平均每人GNI、當期價格U.S.元,1953,Y,原始值,178
平均每人GNI、當期價格U.S.元,1953,Y,年增率(%),-14.42
平均每人GNI、當期價格U.S.元,1954,Y,原始值,188
平均每人GNI、當期價格U.S.元,1954,Y,年增率(%),5.62
平均每人GNI、當期價格U.S.元,1955,Y,原始值,216
平均每人GNI、當期價格U.S.元,1955,Y,年增率(%),14.89
平均每人GNI、當期價格U.S.元,1956,Y,原始值,151
平均每人GNI、當期價格U.S.元,1956,Y,年增率(%),-30.09
平均每人GNI、當期價格U.S.元,1957,Y,原始值,170
平均每人GNI、當期價格U.S.元,1957,Y,年增率(%),12.58
平均每人GNI、當期價格U.S.元,1958,Y,原始值,184
平均每人GNI、當期價格U.S.元,1958,Y,年增率(%),8.24
平均每人GNI、當期價格U.S.元,1959,Y,原始值,140
平均每人GNI、當期價格U.S.元,1959,Y,年增率(%),-23.91
平均每人GNI、當期價格U.S.元,1960,Y,原始值,163
平均每人GNI、當期價格U.S.元,1960,Y,年增率(%),16.43
平均每人GNI、當期價格U.S.元,1961,Y,原始值,161
平均每人GNI、當期價格U.S.元,1961,Y,年增率(%),-1.23
平均每人GNI、當期價格U.S.元,1962,Y,原始值,172
平均每人GNI、當期價格U.S.元,1962,Y,年增率(%),6.83
平均每人GNI、當期價格U.S.元,1963,Y,原始值,188
平均每人GNI、當期價格U.S.元,1963,Y,年增率(%),9.3
平均每人GNI、當期價格U.S.元,1964,Y,原始值,214
平均每人GNI、當期價格U.S.元,1964,Y,年增率(%),13.83
平均每人GNI、當期價格U.S.元,1965,Y,原始值,229
平均每人GNI、當期價格U.S.元,1965,Y,年增率(%),7.01
平均每人GNI、當期價格U.S.元,1966,Y,原始值,249
平均每人GNI、當期價格U.S.元,1966,Y,年增率(%),8.73
平均每人GNI、當期價格U.S.元,1967,Y,原始值,280
平均每人GNI、當期價格U.S.元,1967,Y,年增率(%),12.45
平均每人GNI、當期價格U.S.元,1968,Y,原始值,318
平均每人GNI、當期價格U.S.元,1968,Y,年增率(%),13.57
平均每人GNI、當期價格U.S.元,1969,Y,原始值,356
平均每人GNI、當期價格U.S.元,1969,Y,年增率(%),11.95
平均每人GNI、當期價格U.S.元,1970,Y,原始值,396
平均每人GNI、當期價格U.S.元,1970,Y,年增率(%),11.24
平均每人GNI、當期價格U.S.元,1971,Y,原始值,451
平均每人GNI、當期價格U.S.元,1971,Y,年增率(%),13.89
平均每人GNI、當期價格U.S.元,1972,Y,原始值,530
平均每人GNI、當期價格U.S.元,1972,Y,年增率(%),17.52
平均每人GNI、當期價格U.S.元,1973,Y,原始值,705
平均每人GNI、當期價格U.S.元,1973,Y,年增率(%),33.02
平均每人GNI、當期價格U.S.元,1974,Y,原始值,933
平均每人GNI、當期價格U.S.元,1974,Y,年增率(%),32.34
平均每人GNI、當期價格U.S.元,1975,Y,原始值,980
平均每人GNI、當期價格U.S.元,1975,Y,年增率(%),5.04
平均每人GNI、當期價格U.S.元,1976,Y,原始值,1150
平均每人GNI、當期價格U.S.元,1976,Y,年增率(%),17.35
平均每人GNI、當期價格U.S.元,1977,Y,原始值,1322
平均每人GNI、當期價格U.S.元,1977,Y,年增率(%),14.96
平均每人GNI、當期價格U.S.元,1978,Y,原始值,1602
平均每人GNI、當期價格U.S.元,1978,Y,年增率(%),21.18
平均每人GNI、當期價格U.S.元,1979,Y,原始值,1951
平均每人GNI、當期價格U.S.元,1979,Y,年增率(%),21.79
平均每人GNI、當期價格U.S.元,1980,Y,原始值,2385
平均每人GNI、當期價格U.S.元,1980,Y,年增率(%),22.25
平均每人GNI、當期價格U.S.元,1981,Y,原始值,2706
平均每人GNI、當期價格U.S.元,1981,Y,年增率(%),13.46
平均每人GNI、當期價格U.S.元,1982,Y,原始值,2698
平均每人GNI、當期價格U.S.元,1982,Y,年增率(%),-0.3
平均每人GNI、當期價格U.S.元,1983,Y,原始值,2908
平均每人GNI、當期價格U.S.元,1983,Y,年增率(%),7.78
平均每人GNI、當期價格U.S.元,1984,Y,原始值,3264
平均每人GNI、當期價格U.S.元,1984,Y,年增率(%),12.24
平均每人GNI、當期價格U.S.元,1985,Y,原始值,3376
平均每人GNI、當期價格U.S.元,1985,Y,年增率(%),3.43
平均每人GNI、當期價格U.S.元,1986,Y,原始值,4141
平均每人GNI、當期價格U.S.元,1986,Y,年增率(%),22.66
平均每人GNI、當期價格U.S.元,1987,Y,原始值,5468
平均每人GNI、當期價格U.S.元,1987,Y,年增率(%),32.05
平均每人GNI、當期價格U.S.元,1988,Y,原始值,6541
平均每人GNI、當期價格U.S.元,1988,Y,年增率(%),19.62
平均每人GNI、當期價格U.S.元,1989,Y,原始值,7803
平均每人GNI、當期價格U.S.元,1989,Y,年增率(%),19.29
平均每人GNI、當期價格U.S.元,1990,Y,原始值,8420
平均每人GNI、當期價格U.S.元,1990,Y,年增率(%),7.91
平均每人GNI、當期價格U.S.元,1991,Y,原始值,9372
平均每人GNI、當期價格U.S.元,1991,Y,年增率(%),11.31
平均每人GNI、當期價格U.S.元,1992,Y,原始值,11000
平均每人GNI、當期價格U.S.元,1992,Y,年增率(%),17.37
平均每人GNI、當期價格U.S.元,1993,Y,原始值,11448
平均每人GNI、當期價格U.S.元,1993,Y,年增率(%),4.07
平均每人GNI、當期價格U.S.元,1994,Y,原始值,12343
平均每人GNI、當期價格U.S.元,1994,Y,年增率(%),7.82
平均每人GNI、當期價格U.S.元,1995,Y,原始值,13315
平均每人GNI、當期價格U.S.元,1995,Y,年增率(%),7.87
平均每人GNI、當期價格U.S.元,1996,Y,原始值,13826
平均每人GNI、當期價格U.S.元,1996,Y,年增率(%),3.84
平均每人GNI、當期價格U.S.元,1997,Y,原始值,14163
平均每人GNI、當期價格U.S.元,1997,Y,年增率(%),2.44
平均每人GNI、當期價格U.S.元,1998,Y,原始值,12911
平均每人GNI、當期價格U.S.元,1998,Y,年增率(%),-8.84
平均每人GNI、當期價格U.S.元,1999,Y,原始值,13929
平均每人GNI、當期價格U.S.元,1999,Y,年增率(%),7.88
平均每人GNI、當期價格U.S.元,2000,Y,原始值,15105
平均每人GNI、當期價格U.S.元,2000,Y,年增率(%),8.44
平均每人GNI、當期價格U.S.元,2001,Y,原始值,13647
平均每人GNI、當期價格U.S.元,2001,Y,年增率(%),-9.65
平均每人GNI、當期價格U.S.元,2002,Y,原始值,13990
平均每人GNI、當期價格U.S.元,2002,Y,年增率(%),2.51
平均每人GNI、當期價格U.S.元,2003,Y,原始值,14481
平均每人GNI、當期價格U.S.元,2003,Y,年增率(%),3.51
平均每人GNI、當期價格U.S.元,2004,Y,原始值,15797
平均每人GNI、當期價格U.S.元,2004,Y,年增率(%),9.09
平均每人GNI、當期價格U.S.元,2005,Y,原始值,16846
平均每人GNI、當期價格U.S.元,2005,Y,年增率(%),6.64
平均每人GNI、當期價格U.S.元,2006,Y,原始值,17346
平均每人GNI、當期價格U.S.元,2006,Y,年增率(%),2.97
平均每人GNI、當期價格U.S.元,2007,Y,原始值,18189
平均每人GNI、當期價格U.S.元,2007,Y,年增率(%),4.86
平均每人GNI、當期價格U.S.元,2008,Y,原始值,18503
平均每人GNI、當期價格U.S.元,2008,Y,年增率(%),1.73
平均每人GNI、當期價格U.S.元,2009,Y,原始值,17460
平均每人GNI、當期價格U.S.元,2009,Y,年增率(%),-5.64
平均每人GNI、當期價格U.S.元,2010,Y,原始值,19765
平均每人GNI、當期價格U.S.元,2010,Y,年增率(%),13.2
平均每人GNI、當期價格U.S.元,2011,Y,原始值,21410
平均每人GNI、當期價格U.S.元,2011,Y,年增率(%),8.32
平均每人GNI、當期價格U.S.元,2012,Y,原始值,21922
平均每人GNI、當期價格U.S.元,2012,Y,年增率(%),2.39
平均每人GNI、當期價格U.S.元,2013,Y,原始值,22552
平均每人GNI、當期價格U.S.元,2013,Y,年增率(%),2.87
平均每人GNI、當期價格U.S.元,2014,Y,原始值,23492
平均每人GNI、當期價格U.S.元,2014,Y,年增率(%),4.17
平均每人GNI、當期價格U.S.元,2015,Y,原始值,23367
平均每人GNI、當期價格U.S.元,2015,Y,年增率(%),-0.53
平均每人GNI、當期價格U.S.元,2016,Y,原始值,23684
平均每人GNI、當期價格U.S.元,2016,Y,年增率(%),1.36
平均每人GNI、當期價格U.S.元,2017,Y,原始值,25704
平均每人GNI、當期價格U.S.元,2017,Y,年增率(%),8.53
平均每人GNI、當期價格U.S.元,2018,Y,原始值,26421
平均每人GNI、當期價格U.S.元,2018,Y,年增率(%),2.79
平均每人GNI、當期價格U.S.元,2019,Y,原始值,26561
平均每人GNI、當期價格U.S.元,2019,Y,年增率(%),0.53
平均每人GNI、當期價格U.S.元,2020,Y,原始值,29369
平均每人GNI、當期價格U.S.元,2020,Y,年增率(%),10.57
平均每人GNI、當期價格U.S.元,2021,Y,原始值,33808
平均每人GNI、當期價格U.S.元,2021,Y,年增率(%),15.11
平均每人GNI、當期價格U.S.元,2022,Y,原始值,33624
平均每人GNI、當期價格U.S.元,2022,Y,年增率(%),-0.54
平均每人GDP、當期價格N.T.元,1951,Y,原始值,1589
平均每人GDP、當期價格N.T.元,1951,Y,年增率(%),
平均每人GDP、當期價格N.T.元,1952,Y,原始值,2147
平均每人GDP、當期價格N.T.元,1952,Y,年增率(%),35.12
平均每人GDP、當期價格N.T.元,1953,Y,原始值,2764
平均每人GDP、當期價格N.T.元,1953,Y,年增率(%),28.74
平均每人GDP、當期價格N.T.元,1954,Y,原始值,2928
平均每人GDP、當期價格N.T.元,1954,Y,年增率(%),5.93
平均每人GDP、當期價格N.T.元,1955,Y,原始值,3364
平均每人GDP、當期價格N.T.元,1955,Y,年增率(%),14.89
平均每人GDP、當期價格N.T.元,1956,Y,原始值,3732
平均每人GDP、當期價格N.T.元,1956,Y,年增率(%),10.94
平均每人GDP、當期價格N.T.元,1957,Y,原始值,4225
平均每人GDP、當期價格N.T.元,1957,Y,年增率(%),13.21
平均每人GDP、當期價格N.T.元,1958,Y,原始值,4586
平均每人GDP、當期價格N.T.元,1958,Y,年增率(%),8.54
平均每人GDP、當期價格N.T.元,1959,Y,原始值,5105
平均每人GDP、當期價格N.T.元,1959,Y,年增率(%),11.32
平均每人GDP、當期價格N.T.元,1960,Y,原始值,5943
平均每人GDP、當期價格N.T.元,1960,Y,年增率(%),16.42
平均每人GDP、當期價格N.T.元,1961,Y,原始值,6448
平均每人GDP、當期價格N.T.元,1961,Y,年增率(%),8.5
平均每人GDP、當期價格N.T.元,1962,Y,原始值,6882
平均每人GDP、當期價格N.T.元,1962,Y,年增率(%),6.73
平均每人GDP、當期價格N.T.元,1963,Y,原始值,7544
平均每人GDP、當期價格N.T.元,1963,Y,年增率(%),9.62
平均每人GDP、當期價格N.T.元,1964,Y,原始值,8541
平均每人GDP、當期價格N.T.元,1964,Y,年增率(%),13.22
平均每人GDP、當期價格N.T.元,1965,Y,原始值,9172
平均每人GDP、當期價格N.T.元,1965,Y,年增率(%),7.39
平均每人GDP、當期價格N.T.元,1966,Y,原始值,9964
平均每人GDP、當期價格N.T.元,1966,Y,年增率(%),8.63
平均每人GDP、當期價格N.T.元,1967,Y,原始值,11230
平均每人GDP、當期價格N.T.元,1967,Y,年增率(%),12.71
平均每人GDP、當期價格N.T.元,1968,Y,原始值,12769
平均每人GDP、當期價格N.T.元,1968,Y,年增率(%),13.7
平均每人GDP、當期價格N.T.元,1969,Y,原始值,14265
平均每人GDP、當期價格N.T.元,1969,Y,年增率(%),11.72
平均每人GDP、當期價格N.T.元,1970,Y,原始值,15868
平均每人GDP、當期價格N.T.元,1970,Y,年增率(%),11.24
平均每人GDP、當期價格N.T.元,1971,Y,原始值,18043
平均每人GDP、當期價格N.T.元,1971,Y,年增率(%),13.71
平均每人GDP、當期價格N.T.元,1972,Y,原始值,21189
平均每人GDP、當期價格N.T.元,1972,Y,年增率(%),17.44
平均每人GDP、當期價格N.T.元,1973,Y,原始值,26989
平均每人GDP、當期價格N.T.元,1973,Y,年增率(%),27.37
平均每人GDP、當期價格N.T.元,1974,Y,原始值,35483
平均每人GDP、當期價格N.T.元,1974,Y,年增率(%),31.47
平均每人GDP、當期價格N.T.元,1975,Y,原始值,37435
平均每人GDP、當期價格N.T.元,1975,Y,年增率(%),5.5
平均每人GDP、當期價格N.T.元,1976,Y,原始值,43992
平均每人GDP、當期價格N.T.元,1976,Y,年增率(%),17.52
平均每人GDP、當期價格N.T.元,1977,Y,原始值,50541
平均每人GDP、當期價格N.T.元,1977,Y,年增率(%),14.89
平均每人GDP、當期價格N.T.元,1978,Y,原始值,59348
平均每人GDP、當期價格N.T.元,1978,Y,年增率(%),17.43
平均每人GDP、當期價格N.T.元,1979,Y,原始值,70196
平均每人GDP、當期價格N.T.元,1979,Y,年增率(%),18.28
平均每人GDP、當期價格N.T.元,1980,Y,原始值,85995
平均每人GDP、當期價格N.T.元,1980,Y,年增率(%),22.51
平均每人GDP、當期價格N.T.元,1981,Y,原始值,100079
平均每人GDP、當期價格N.T.元,1981,Y,年增率(%),16.38
平均每人GDP、當期價格N.T.元,1982,Y,原始值,105586
平均每人GDP、當期價格N.T.元,1982,Y,年增率(%),5.5
平均每人GDP、當期價格N.T.元,1983,Y,原始值,116305
平均每人GDP、當期價格N.T.元,1983,Y,年增率(%),10.15
平均每人GDP、當期價格N.T.元,1984,Y,原始值,127747
平均每人GDP、當期價格N.T.元,1984,Y,年增率(%),9.84
平均每人GDP、當期價格N.T.元,1985,Y,原始值,132093
平均每人GDP、當期價格N.T.元,1985,Y,年增率(%),3.4
平均每人GDP、當期價格N.T.元,1986,Y,原始值,152768
平均每人GDP、當期價格N.T.元,1986,Y,年增率(%),15.65
平均每人GDP、當期價格N.T.元,1987,Y,原始值,170512
平均每人GDP、當期價格N.T.元,1987,Y,年增率(%),11.61
平均每人GDP、當期價格N.T.元,1988,Y,原始值,182244
平均每人GDP、當期價格N.T.元,1988,Y,年增率(%),6.88
平均每人GDP、當期價格N.T.元,1989,Y,原始值,201065
平均每人GDP、當期價格N.T.元,1989,Y,年增率(%),10.33
平均每人GDP、當期價格N.T.元,1990,Y,原始值,220637
平均每人GDP、當期價格N.T.元,1990,Y,年增率(%),9.73
平均每人GDP、當期價格N.T.元,1991,Y,原始值,244739
平均每人GDP、當期價格N.T.元,1991,Y,年增率(%),10.92
平均每人GDP、當期價格N.T.元,1992,Y,原始值,270928
平均每人GDP、當期價格N.T.元,1992,Y,年增率(%),10.7
平均每人GDP、當期價格N.T.元,1993,Y,原始值,296672
平均每人GDP、當期價格N.T.元,1993,Y,年增率(%),9.5
平均每人GDP、當期價格N.T.元,1994,Y,原始值,321502
平均每人GDP、當期價格N.T.元,1994,Y,年增率(%),8.37
平均每人GDP、當期價格N.T.元,1995,Y,原始值,347526
平均每人GDP、當期價格N.T.元,1995,Y,年增率(%),8.09
平均每人GDP、當期價格N.T.元,1996,Y,原始值,374569
平均每人GDP、當期價格N.T.元,1996,Y,年增率(%),7.78
平均每人GDP、當期價格N.T.元,1997,Y,原始值,402380
平均每人GDP、當期價格N.T.元,1997,Y,年增率(%),7.42
平均每人GDP、當期價格N.T.元,1998,Y,原始值,428946
平均每人GDP、當期價格N.T.元,1998,Y,年增率(%),6.6
平均每人GDP、當期價格N.T.元,1999,Y,原始值,445447
平均每人GDP、當期價格N.T.元,1999,Y,年增率(%),3.85
平均每人GDP、當期價格N.T.元,2000,Y,原始值,465574
